text,Optimistic,Pessimistic,Sad,Surprise
من ايجابيات كورونا القليلة المطبق صار ينباع الصباح,1,0,0,0
مصائب قومًا عند قومًا فوائد.. كانت على وشك الإفلاس فمد لها حبل الإنقاذ!!!,1,0,0,0
ابي يطلع علاج كورونا قبل البيرثداي حقي بسرعه 💔,0,0,1,0
 كيف يعني يغسل يديه بالماء والصابون؟ قصدك عشان لو فيه كورونا حتروح؟,0,0,0,1
والله هم اللي ينقال لهم لا كورونا يهجدهم😒,0,0,1,0
ماذا تعلمت من فيروس كورونا ؟ هذا الفيروس مثل الإشعاعه ينتشر سريعً بين الناس,0,0,0,1
طبيعي اني ابكي عشان كورونا ووضع الحجر الصحي؟؟؟؟ life come back please,0,0,1,0
   كنا نعتقد ان   سيبقى في   (ولا ألوم أحد)         ,0,0,0,1
اغلب الحكومات والمعارضه  بسبب كورونا  وكأن الشعوب  تقول لها اليوم عقابنا  وغدا حسابكم,0,0,1,0
تخيل لو بك بيتنقل ف الهوا!! كنا بقينا ازاي ومين وفين 🤔🤔 الحمد لله على كل حال,1,0,0,0
أخبرتنا الدول بخطورة كورونا فخاف الجميـــع واستعدوا  وأخبرنا الـــقرآن بأهوال يوم القيامة فلم نخف ولم نستعد  فعلينا أن نراجع أنفسنا,0,0,1,0
هل تعلم ان عدد المصابين فالصين الان 5000 شخص بعد ان كانوا 81الف وهذا اكبر دليل على وجود العلاج,1,0,0,0
لمن يحسدونا من عدم تسجيل اي رصد ل في أخبروهم أن الله لا يجمع بين عسرين,0,0,1,0
التعرض للشمس يزيد من إفراز الفيتامين د ٣ والذي يقوي المناعة في جسم الانسان,0,0,0,1
اليوم هو الأول من ابريل ومحد له بارض يكذب علينه بسبب 😀,0,0,0,1
تسجل 5453 إصابة جديدة بفيروس و 149 حالة وفاة أخرى.,0,0,0,1
للأسف بعض المتثقفين لا يرون ان جائحة   بلاء وابتلاء,0,0,1,0
كلمة حق :-    لا تُجادل الأحمق فقد يُخطِئُ الناسُ في التفريقِ بينكُما     ,0,0,0,1
"ماصحت وجود تحليل \إيجابي\"" لمصاب كورونا في باكستاني الجنسية ؟ ",0,0,0,1
بعدما ينتهي كورونا !  كل العالم يشتي له من طزة بالكبريت  عشان تروح منهم الفجعه,0,0,0,1
غرمي بشارة شالله نكون مع كورونا 19 يابي,0,0,0,1
"\أخبروا ڤايروس كورونا أنني لا أملك شيئا ثمينأ سوي كرة القدم\""🖤""",0,0,1,0
 والله اني فجده بس الله ياخذ كورونا يشيخه:(,0,0,1,0
مو هذا اللي كان يلعلع بسنابه ويحذر من كورونا؟😕😕😕,0,0,0,1
ازمة   كشفت لنا ان قرار خصخصة المستشفيات  اكبر خطأ..  وباذن الله يلغى,0,0,1,0
كورونا علمنا ان التعليم عن بعد متعب جداً ..,0,1,1,0
ماهي صورة العالم بعد زرال كورونا بإذن اللله؟,1,0,0,0
 والله الحجر افضل من كورونا وبعض البشر,1,0,0,0
إذا كانت هذه علامات القيامة فلنستقبلها بحسن الخلق   ,1,0,0,0
ازاي تدافع عن نفسك ضد الكورونا في ٥٣ ثانية,0,0,0,1
معدل المشتريات الشهري من الجمعية 4000 درهم .. هذا الشهر بسبب كورونا اشتريت بمبلغ 6355 درهم من الجمعية فقط دون احتساب كارفور وغيره,0,0,0,1
اليوم أول نيسان كذبة أبريل لأول مره تمنيت لو كان فيروس كورونا كذبه لبضع ثواني ,0,1,1,0
   ليش ما يتم اخذ علاج كورونا من الحيوانات اللاتي تقوم بنقله . اكيد عندها مناعه للمرض,0,0,0,1
انا متفاءل انه ازمة كورونا ح تنتهي قريب    صباحكم تفاؤل,1,0,0,0
سنواجة كورونا حتى تفتح الحانات و نشرب من ثمارها ياارب بصبر ايوب,1,0,0,0
يارب نسمع٠ فيه اخبار حلوه عن انتهاء فيروس كورونا,1,0,0,0
لا يمكن استخدام بخصوص توثيق رقم الجوال فجميع الأجهزة الذاتية خارج الخدمة حاليًا بسبب كورونا !!! مالعمل,0,0,0,1
 والله محد جاب كرونا غير الحسد والحقد خلو الناس تعيش في سلام على شان الله يرفع عنا البلاء,0,0,1,0
 ياخوان تكفون ساعدوني محتاج وجوعان انقطع رزقي بسبب كرونا تكفون ياجواد الخير ساعدوني,0,1,1,0
بإذن الله يكون شهر اكتشاف علاج وباء كورونا 🙏❤,1,0,0,0
      من أكثر الاشياء المستفادة من هذه الجائحة هي قدرتنا على الاستغناء عن الكماليات في حياتنا!!,0,0,0,1
يارب زي ما نهاية فايروس البشير كان في أبريل اجعل نهاية فايروس كورونا أيضاً في أبريل🌎.,1,0,0,0
سهرانه ورايحه السوبر ماركت اقسم بالله شوي واتروش بالديتول من كورونا ذي 😩💔,0,0,1,0
 المعجب السري هاد ليام هو كورونا من غيرو مكاينش,0,0,0,1
للاسف والدة المصاب بفيروس كرونا تم اصابتها 😥😥,0,0,1,0
   باذن الله تعالى يذهب الوباء بأمر من الله,1,0,0,0
 والله مو بح فيه من الطفش الله يلعن كرونا,0,1,0,0
اوك انا اسفه بس ما ودي سوهو يروج كثير والله كورونا تخوف 😭😭,0,0,1,0
الوقت حالياً مب وقت خفة الدم ، أشوف بعض السخفاء يتناقلون إشاعات وعلاجات وأخبار كاذبة عن كورونا من خلال ,0,0,1,0
أزمة كورونا إلى متى ؟ ,0,1,1,0
من حسنات كورونا انه وضعنا جميعا في حجمنا الطبيعي  تحت رحمة الله  صباح الخير,1,0,0,0
د. باسل الصباح :  تم بحمد الله شفاء 7 حالات ليصبح عدد الحالات التي تم شفاؤها من فايروس كورونا المستجد 80 حالة. حفظ الله الجميع من كل مكروه.,1,0,0,0
سأغمركم بعبارات التخرج بنكهة كورونا نهاية الشهر الحالي بإذن الله 🎓🎓🎓🎓🎓,1,0,0,0
صباح الخير، إن شاء الله يوم من غير ولا حالة كورونا مؤكدة...,1,0,0,0
الله ياخذ كورونا اشتقتتتتتتتت لصديقة قلبي للحياة وللعالم وللأماكن 😩😔😔😔💔,0,0,1,0
متى يجي اليوم اللي تنتهي فيه ازمة كورونا وترجع الحياه لطبيعتها ، يارب بلغنا 🥺 ,0,0,1,0
 الدكتاتورية لا تنتج خيرا صديقي .. ,0,0,0,1
تم بحمد الله شفاء 7 حالات ليصبح عدد الحالات التي تم شفاؤها من فايروس كورونا المستجد 80 حالة. حفظ الله الجميع من كل مكروه.,1,0,0,0
__    وزير الصحة ؛ شفاء 7 حالات ليصبح عدد الحالات التي تم شفاؤها من فايروس كورونا المستجد 80 حالة...    الحمد لله والفال للجميع,1,0,0,0
عاجل | وزير الصحة الكويتي: شفاء 7 حالات جديدة من فيروس كورونا ليرتفع عدد المتعافين إلى 80,0,0,0,1
صباح الخير 🤍    أول يوم دوام مع أزمة 😁💪🏼🦠     Wish me luck 🌟,1,0,0,0
شفاء ٨٠ حالة من ڤايروس كورونا في دولة الكويت ..     ربي لك الحمد ❤️🙏🇰🇼,1,0,0,0
 أميره بالله هدنه لين يخلص كرونا يمكن نموت ويرتاح ذا من دا بالله هدنه,0,1,0,0
للأسف صحيح واكثر الناس ماتدري ان المتعافي من مرض كورونا يبقى الفيروس معه ٣٧ يوم بعد التعافي,0,0,1,0
شوي واكل حقين كورونا يقبضون علي لان راسي ما يمزح,0,1,0,0
ابو نوره والحين الكريه ذا الحياة قاعده تنتصر ي اخوان صدقوني حتى فايروس كورونا بينتهي,1,0,0,0
وخريجين كورونا بعد اه ياقلبي بس 2020 مسحت فينا الارض🥺,0,0,1,0
 كل هذا سيذهب ادراج الرياح مع مابعد كورونا,0,0,0,1
1 شهر 4  بدايه الأيام الصعبه 🙄  حافظو على نفسكو وربنا يسترها عليكم وعلينا 😲  الأستهتار بصحتك أكبر خطر 😌,1,0,0,0
احس كورونا مو بالبر ف حنا ببنقرض والبدو اللي بالبر بيحكموا العالم ويعيشوا حياه حلوه ويصرفوا فلوسنا وحنا ميتين,0,0,0,1
ياجماعه لو مو كورونا جان توني حاطه الايدي وداخله لانه كلاسي المفروض ٩ ونص والجو حللللللللو💔💔💘,0,0,1,0
 ايوه هو العنف ضد المسلمين فقط ويدعون بسبب كورونا   ولكن مع الهندوس ليس نفس الاسلوب !!,0,1,0,0
 إن شاء الله وباء كورونا يحصدكم حصدا وانت أولهم يا خنذير,0,1,0,0
اللهم اصرف عنا الوباء وانزل بقدرتك الشفاء ,1,0,0,0
كورونا يموت بعد 26 درجة مئوية,0,0,0,1
الواحد صار نفسه تجيه كورونا عشان ينعزل لحاله,0,1,0,0
خلاص العالم كنسل موضوع صناعة اجهزة لكشف عن مرض كورونا,0,1,0,0
بالعقل نسيطر على كل شيء و بالقلب كل شيء يُسيطر علينا ..!     ,1,0,0,0
بقاطع اخبار كورونا سارت تعكر صفو مزاجي 😶💔😣 ,0,0,1,0
لعل الدرس الذي سيأخذه العالم من فايروس كورونا هو : لا تكبر فان الله اكبر   اللهم وحد قلوبنا جميعًا في التواضع أمام عزتك وجبروتك,1,0,0,0
للآسف الشديد البعض يشوف كره الناس له نجاح   ما يدري!!!   انهم شهداء الله في ارضه؟!        ,0,0,1,0
هيدا خطر الفالج عليه من الجنرال والحزب أخطر من كورونا,0,1,0,0
انه اشتقنا للفلافل ! ما تخلص هالأزمة عاد 😌  ,0,0,1,0
الحين ماعورني ضرسي الا لمن قفلو حق الاسنان ماكو موعد لين يخلص كورونا واو يالغباء مادري شلون بستحمل العوار 😕💔,0,0,1,0
 عشان احنا شعب بيعشق المظاهر فلو ناس راحت حجر هيتقال عندهم كرونا ع اساس انها وصمه عار مثلا حاجه تقرف,0,1,0,0
  فايروس كورونا سوف يأكل نصف العالم  ويمكث قرابة عام...!,0,1,0,0
 ان شاء الله وقتها خلصنا على كورونا مو العكس👍🏻,1,0,0,0
بياض الأصل تبينه سود الايام ,1,0,0,0
يارب يخلص كورونا بعد العيد عشان ما نتجمع بالعيد ولا اشوف احد,0,1,0,0
الدول التي عاندت الاعلان عن كورونا  ايران ايطاليا اسبانيا وبريطانيا وامريكا ودوله عربيه واحده    الصين في المقدمه,0,0,0,1
 كورونا واخدة مجراها فيه ووجه مسود سود الله ايامه واخرته,0,1,0,0
كورونا ولا غيره الرادارات المتحركة دايما في الخدمة😍,1,0,0,0
 بلدية رفحاء تتفوق بالتعاضد و التكاتف 👍🏼🤝 على مجموعة كبيرة من الآفات وليست كورونا فقط 🤝👍🏼,1,0,0,0
كورونا كوفت19 لن يهزمنا اذا ما كنا يد واحدة نحارب الموت من اجل الحياة,1,0,0,0
 لم تدعي إنما كورونا أصابها في مكان حساس ، وتم عمل تبريد موضعي بمعرفة أحد العاملين بحميات إمبابة.,0,0,0,1
لماذا لا ينتشر الحب بين البشر كما ينتشر وباء كورونا .. !!  لماذا !  لماذا !,0,0,1,0
مستعجلين ع الم*** هد هد يالغالي بيرجع كورونا من جديد,0,1,0,0
بجد نفسي تنتهي كورونا وترجع الحياة ل طبيعتها..    *و الصينين كريهين*,0,0,1,0
جاء وباء كورونا على عجل بلا إنذار ليذكرنا   بأن باب التوبة سيُغلق بلا إنذار وخروج الشمس من مغربها بلا إنذار   ويأتيك ملك الموت بلا إنذار.,0,0,1,0
عندي تفاؤل كبير باذن الله ان كورونا سينتهي خلال عدة ايام باذن الله ..,1,0,0,0
بحياتي لم ارى عدالة مثل عدالة كورونا ؛ اصاب الفقير والغني والوزير والخفير ؛ والمشهور ؛ والمغمور ؛ الظالم والمظلوم :,0,0,0,1
لو صدق فيه كورونا الله يشفيه بس لو يكذب بيصير اسخف شخص على وجه الارض لانه كذا يلعب بمشاعر فانزه 🌝!!,0,0,0,1
مع أول يوم في أبريل إن شاءالله نتخلص من فايروس كورونا واسرائيل,1,0,0,0
أسوأ ماقيل بسبب كورونا سيتم منع البوس والأحضان,0,0,1,0
احنا اختباراتنا اون لاين ويقولون ماراح نجيب لكم من الكتاب عشان ماتغشون 🙂💔 روعونا فوق روعة كورونا الجلاااب 💔,0,0,1,0
7 حالات شفاء جديدة من والإجمالي يرتفع إلى 80 حالة شفاء,0,0,0,1
 حسن زميره   مافي سياحة في كورونا شغل الدعارةموقفه  في لبنان,0,1,0,0
اوكيه واضح بنتحر و حسبي الله على ايران و كورونا معاها,0,1,1,0
 بإذن الله ينتهي هذا الوباء قريبا وتعود الحياة كما كانت وتعود الصلاة إلى المساجد,1,0,0,0
والله الواحد مايدري يلقاها من كورونا ولا المحاضرات الالكترونيه,0,0,1,0
 اي والله احنا كاعدين بيوتنا وساكتين لو كاعدين مثلنا جان قضينا على كرونا,0,0,1,0
الحمدلله وعسى ترجع الأمور كما كانت يارب ويزول هذا الوباء ,1,0,0,0
انت من يوم ما ظهرت وانت مش بتنام ليه 🤔 ,0,0,0,1
بغوها شرق أوسط جديد ...وجاء   وعمل فوضى خلاقة للعالم اجمع ..!!,0,0,0,1
 الله ياخذ كورونا حرمتنا من الدرع الخيريه     - عبدالله بشكل عام,0,0,1,0
 انا حاسس ان العد التنازلي لنهاية كرونا يبدأ من اليوم  أرقام أقل إلى نهاية الأسبوع ا لا جاي نوصل للرقم صفر,1,0,0,0
    ناس خايفة من استمرار الحظر زيادة الوزن   وناس خايفة من استمرار الحظر المجاعة   ياليت الاول يدور على الثاني ويساعده,0,0,1,0
يبدو أن عائلة الصبي اللندني الذي يعتقد أنه أصغر شخص مات بسبب فيروس كورونا في المملكة المتحدة من المهاجرين الليبي.,0,0,0,1
من لم يمت ب مات بسواها.    سواها تعني (الكآبة، الجوع، الأمراض المزمنة، كعدة البيت)        #,0,1,0,0
من بركات أنه قضى على لذة كذبة الأول من إبريل!,0,0,0,1
بسبب كرونا تراجعت المجاهرة بالمعاصي لادنى مستوى مسجلة قاع تاريخي . اللهم اكشف عنا البلاء والوباء,1,0,0,0
بكل الحالات رح تبقى معزول بكورونا وبلا كورونا,0,1,0,0
خدام احنة شنهي كرونة  اللقاء بعد ١٤ يوم من الان   ملاحظة* فايروس كورونا   مابي اعراض .. بس كحة...  عطسة ...نجف.,0,0,1,0
جيجونغ يعتذر للحكومه انه كان مهمل وماسمع التحذيرات اه ياربي علي اللي فيه باقي يعتذر خايفه عليه كورونا بينهي هالقطنه في يووووم 😭😭😭😭,0,0,0,1
كورونا ربي البشرية ونساهم المناسبات والعادات، المفروض وسائل الإتصال اليوم ماألها شغلة ولا عملة إلا كذبة ابريل,0,0,1,0
عزيزي المواطن كن صاحب وعي ومسؤولية ، للتصرف حيال ، والحد من انتشاره والتغلب عليه ..,1,0,0,0
امريكا ١٨٩ الف اصابه .  وفيات ٣٩٠٠.  بفضل دعاء المسلمين عليهم .,0,1,0,0
 يعني هبه فايروس كورونا كانت ايجابيه على المجتمع اكثر من سلبياتها؟,0,0,0,1
 أحسنتِ الله يسعدك   في جميع البرامج صنعت مشاهدات لأشخاص   لا يتكلمون عن   و انشغلت بذاتي أكثر 🤍,1,0,0,0
 يااارب ، جلطة و معاها كورونا تغم عليه النفس يموت مخنوق يااااارب,0,1,0,0
انهيار الحضاره الغربيه بالشكل السريع في اول ازمه حقيقية تقابلهم دليل مادي دامغ انهم فعلا ☠️,0,0,0,1
 سعد جابر = إدارة الأزمة  سعد جابر = هو النجاح والناجح الذي سيكون  بحول الله أول من طرَد كورونا من بلده,1,0,0,0
سبب كرونا الوساخه نظفوا انفسوكم وبيوتكم نظافه شامله خلك في بيتك مطمأن وبيتك نظيف ابعدوا خدامات من بيوتكم فضلا لكم ابتسم وانت في الامارات😄😃😄,1,0,0,0
رغم الرعب والفزع  خدم فيروس كورونا قضية الإنسان  الناس قربت لبعض فى البيوت فتنمو المشاعر فى هذا التقارب والدفء العائلى,1,0,0,0
 عرفوا ينجوا من كورونا   وأوروبا وأمريكا غرقانين,0,0,0,1
ازمة كورونا هي اكبر ازمة عاصرتها في حياتي بعد ازمة احتلال الكويت وستكون فرحتي بزوال هذا الوباء كبرى لايعادلها الا فرحتي بتحرير بلادي.,1,0,0,0
تم بحمد الله شفاء 7 حالات ليصبح عدد الحالات التي تم شفاؤها من فايروس كورونا المستجد 80 حالة. حفظ الله الجميع من كل مكروه.,1,0,0,0
قلوب تعلقت بالمساجد  من اشتاق إلى كلمة سووا صفوفكم حاذو بين المناكب والأقدام ؟,0,0,1,0
في ممكن نستغل فنادق القوات المسلحة ونعملها وهي موجودة في كل مكان في البلد وبعد الازمة يطهروها ويظبطوها من جديد  ,1,0,0,0
خلاص ي كورونا كفيتي ووفيتي حيا الله من زار وخفف يلا توكلي,0,1,0,0
 هل فرعكم مفتوحه في ظل ازمة كورونا ام لا,0,0,0,1
 لا يعرف الحدود: حاملة طائرات أمريكية ينتشر بها ,0,0,0,1
مع ان الجو لطيف بس أقول   كورونا خلف أسوار المنزل تتربص بالمتجولين.     ,1,0,0,0
في كثير من الأسى والألم ،، توجد فرصة لظهور أبطال جُدد يصنعون مجد أمتهم ,1,0,0,0
صباح الأخبار الطيبة    وزارة الصحة : شفاء 7 حالات   من فايروس كورونا ليصبح العدد 80 حالة تشافت من المرض,1,0,0,0
خبراء المان بيتوقعوا نهاية فيروس كورونا في شهر يونيو باجمالي عدد حالات مليون وشويه وقد يستمر الامر لشهرين كمان,1,0,0,0
يالله صباح خير     سلم على كرونا وسلم على فيروس  اللي عصمان الشوارب خوفتها    أنا أشهد إن أبوها كاسب الناموس  حتى مطارات الدول وقفتها  ؟؟؟؟؟!!؟❌❌❌,0,0,1,0
 عندكم سلة غذائية أحتاج سلة غذائية متوقف عن العمل بسبب كرونا معي عيالي,0,0,1,0
في السعودية .. العلاج من كورونا مجاناً لـ :  المواطنين  المقيمين  مخالفي الإقامة     ,1,0,0,0
عزيزي المواطن / والمقيم  المدخنين هم أكثر عرضةً للمضاعفات من مرض فيروس كورونا COVID-19 اذا ما اصيبوا بالعدوى    ابقى_بأمان_من_أجل_عمان,1,0,0,0
يارب جيجونق يتشافى من كورونا وربي يحرقكم يالصين,0,0,1,0
    بندول  ومره   وغرغره ماي وملح  و استربسل  وفيتامين سي  زنجبيل وليمون نعناع 👍,0,0,0,1
  هاي كورونا تحترق ان شاء الله  الله يحفظ الجميع ❤️🌹❤️,1,0,0,0
حظر ومرض جتال وچمالة عورة   ال وضعه هيجي صار شتظن شعوره      ,0,1,1,0
اتجيب حلاق لبيتك خلال ازمة كورونا وفوق هذا تصور 😂😂😂 قسم بالله فلم هندي وش تحس ؟؟؟؟    ,0,0,0,1
سبحان مغيّر الأحوال ، كان العالم مشغول بسباق التسلح ليقتل الانسان الانسان ليأتي كورونا لقتل الجميع فأصبح السباق للبحث عن علاجه والوقاية منه.,0,0,1,0
صباح الخير ..   ١ إبريل و ليس كذبة إبريل 😅.,0,0,0,1
متى تخلص كورونا والله تعبنا من الافلام والاكشن والتصوير والله ملينا,0,0,1,0
شكراََ فايروس كورونا فأنت تملئ العالم ضجيجاََ لكي لا ينام بثقله على أجساد الفقراء.   ,0,0,1,0
اخوان ما ضل شي 22 يوم ويعلن العراق انتصاره على كورونا فقط,1,0,0,0
معقول اليوم يطلعو ويقولو كورونا كذبة نيسان         ,0,0,0,1
واحنا كيف نسوي برقع مثلكن لاتخافي مابيجيش فيروس كورونا اليمن نهائيا صدقيني وبسسسس,1,0,0,0
عشان قررت انا جو عمال من تحت الارض   كورونا ياهو !,0,0,0,1
__ واستعادت الحيوانات حريتها بعدما قام الإنسان بالتخلي عن حريته لكي يضمن سلامته.   ,0,0,1,0
الاقيها من كورونا ولا من الحجر ولا من التعليم ولا من النوم ولا من القلب what the hell ya a5waan,0,0,1,0
سننتصر على الوباء ✌      للجميع ☕,1,0,0,0
الوباء الي بجد دي مش كورونا خالص 🙂🙂,0,0,1,0
حكمة الصباح  لف زعتر وزيت   وخليك بالبيت أحسن ماتصيبك كورونا وتقول ياريت,1,0,0,0
كورونا فايروس له عزة نفس..   لن يطرق بابك اذا لم تطرق بابه💙!!   خليك_بالبيت,1,0,0,0
كورونا ومجالس بائسه؟؟وايد على شعب البحرين ,0,1,1,0
هل فيه شيء اسمه مؤتمر مكه المكرمه الخاص باوضاع كورونا ؟      ,0,0,0,1
والآن بِتُّ على يقين بأن مستقبل أولادنا أفضل من زمننا الذي عشناه ونعيشه بإن الله.مستقبل بلا حروب أو أمراض.  ,1,0,0,0
لاترحمون ولا تخلون رحمة الله تنزل لوماتصويتكم جان يمكن انحلت مشكلتهم المشتكى لله وحسبنا الله ونعم الوكيل,0,1,0,0
من  فوائد وفرائد  فايروس كورونا    أننا استغنينا عن بعض العادات والتقاليد التي كانت لدىٰ الكثير  أساساً لا يمكن تركه أو تغييره !,1,0,0,0
لأول مرة في التاريخ الحديث : لم يكذب ابريل (شكرا كورونا )💉,0,0,0,1
من فلوس الخلفهم اَي ....كذبة نيسان علينا الحذر من المزاح بشأن فيروس كورونا ,0,0,1,0
فيروس كورونا مشهد مصغر من يوم القيامة يوم يفر المرء من أخيه وأمه وأبيه وصاحبته وبنيه لكل منهم شأن يغنيه,0,0,0,1
قالتها أم كلثوم   سوف تلهو بنا الحياة   وطبقها 🥺,0,0,1,0
من مساوىء الحياة العصرية   أن مشاعرنا لم ترق لكن ضعفت  مشاعرنا الانسانية ماتت فأحياها كورونا,0,0,0,1
ازمه كورونا كشفت الاقنعه حول حقوق الانسان .. حمدلله على نعمه السعوديه ❤❤,1,0,0,0
خليها بالاول ترد هجوم كورونا وبعدين بنشوف صرفه لأمريكا,0,1,0,0
هما خرجوا بعد عمل تحليل كورونا وطلع سلبي,1,0,0,0
أزمة كورونا كشفت انانية الدول الأوروبية وهشاشة منظومة الاتحاد الأوروبي,0,0,0,1
اي حد هنا يدرس سايكولوجي، يتفضل يدرسلنا علاقة كورونا بتصرف العامة والمرضى.,0,0,0,1
 الله يرزقنا   مع تعطلت امورنا,0,0,1,0
الواحد بضل بالحجر الصحي عشان ما يصيبه كورونا و يطلع منه صايبه سكري,0,1,0,0
ماشاء الله مطر وخير   وطبعا بدو يقحصون لازم يحرمونا من المتعه   كورونا مو كورونا نقحص نقحص   ,0,0,1,0
المريشال كورونا ببيان له يقول: سأبقى أُبيدكم حتى تصحى ضمائركم وأُزيل الرجس من نفوسكم وارواحكم الشريره وازالة لوثاتكم العقليه.,0,1,0,0
والله بينشفق عليك يا سُعيد ، لو كنت مريض كورونا ما كان احسلك من مرض العهد والحزب يلي رح يعجل بي اجلك !!؟ هيدا شنصك 🤓,0,0,0,1
ازمة كرونا العناااء اللي فيها من سخافه ورياااااء اخطر من الازمه نفسها,0,1,1,0
كذبة ابريل شي سخيف جداً متى يوقفون؟؟؟؟ صدمني موضوع كورونا مو مكان مزح ابداً🥴,0,0,1,0
فايروس كورونا اجبر العالم كله على النظافة والتعقيم  با ريت يأتي فيروس غدرونا ليجبر العالم على الوفاء والأخلاص لبعصهم صباحكم خير وبركة 🌹,1,0,0,0
اتوقع كل الدكاتره بالحياة مسوين واجب عن كورونا,0,0,0,1
صد من قال الحكومه بلشت بالحمقى اكثر من كورونا ,0,1,0,0
عدوى كورونا تتوقف..    -بإذن الله- بالتزامنا جميعًا بالإجراءات الوقائية!     ,1,0,0,0
يارب بشرنا بحالات اقل وشفاء كل من ابتليتهم بهذا المرض يارب العالمين ,1,0,0,0
نصيحة التجارة شغلوها كرونا لايهزمنا بل سينتصر عليه قريبا قريبا قريبا,1,0,0,0
صار همنا اليومي ننتظر الساعة ١٢ الظهر عشان يطل علينا الدكتور عبدالله السند و يطلعنا على آخر تطورات فيروس كورونا,0,0,0,1
👧🏻: لمن يروح كورونا ماراح اروح الملاهي ولا المطعم ولا الحديقه ، راح اجي عندك يا أُمي كُل يوم .   كُلنا راح نعيد حساباتنا كلنا ياحبيبتي ♥️.,1,0,0,0
حتى لو كورونا ماقدر اشوف الجو جذي و ما اطلع 💔,0,0,1,0
✍️نبتسم أو نبتئس 👇  الحياة ماضيه والقدر نافِذ فلنُسلم أموُرِنا إلِى الَّله ولنتَوكل عليه 🤲 ,1,0,0,0
  العن اصله نكب شعبه 😕  لص حضرتك 😎,0,1,1,0
متى يروح كورونا لان والله الجو العام مشحون ومضغوط تعبنا,0,1,1,0
بخطأه الاستراتيجي للمريشال كورونا بغزوه كل الدول بآنٍ واحد.   وحّد المتعادين ضده.,0,0,0,1
   في عالم ما بعد كورونا:  نار الأمريكان ولا جنة الصين!!!!!!!!,0,0,0,1
كم واحد معو كورونا بمناسبة الاول من نيسان ؟ 🤔,0,0,0,1
سؤال :- كان خبروك بأن حب قلبك مصاب ب كورونا ويريد مقابلتك هل تذهب ام ترفض نستقبل اول عاشق ؟؟؟💛   الاجابة بكل صدق,0,0,0,1
حساب جديد يستحق الدعم والتشجيع موجه للعالم باللغة الإنجليزية عن كيفية تعامل المملكة مع جائحة ڤايروس ,1,0,0,0
تضخم بعدد الإصابات بفيروس بألمانيا خلال آخر 3ايام  ماذا يجري بدول اوربا حتى تكاد تفقد السيطره,0,0,0,1
     وباء كا الطوفان. فلا عاصم اليوم من أمر الله فروو الى الله. واستغفروه. ليرضى عنا. ويرحمنا,0,0,1,0
أنا فرحانة في كل الاقفاص بتوع اللهم هجرة، ودلوقتي حيموتوا ويرجعوا مصر    برضه له فوائد.,1,0,0,0
شوفوا الناس العاقلة و الفاهمة كيف تفكر مو واحد يسوي كذبة ابريل انه عنده كورونا 🙂,0,0,1,0
اشتقت للشمس الحارقة ابي اشوف مفعولها على كورونا بأسرع وقت 🙄,0,0,1,0
بلغوه وقولولة smiledman بيقولك رسميا مش وقتك خالص يا ابراشي .. الدول الكبرى بتنتهي بسبب كورونا و انته لسه نايم,0,1,0,0
كامل التضامن مع الاخ في وقف النشاط الاستثماري مع انتشار كورونا فايروس .,0,0,0,1
قطوتي هربت قبل أسبوع والحين رجعت وتموي عند الباب ومانقدر ندخلها عشان كورونا وبموت من البكاء💔,0,0,1,0
لم نفسك يا انسان ترى محد ناقص قرفك يكفي كورونا وحجر,0,1,0,0
انا بحذر العالم ..  هو شهر واحد مهلة للقضاء على فيروس كورونا والا حتشوفوا اللي عمركم ماشفتوه ..  الاقتصاد العالمي مايستحملش اكتر من شهر ..,0,1,0,0
ازمة كورونا فضحت كتير عالم وكتير شعوب وفي المقابل رفعت مقام كتير عالم وشعوب رح تتسجل للتاريخ,0,0,0,1
بعد كورونا بنشوف التوزيع الجديد لخارطة العالم ونشوف وين نسافر له ووين مانسافر له ..,1,0,0,0
 القهوة في زمن كورونا ، وفي كل زمان ☕️🖤 .,1,0,0,0
أربعة عشر يومياً يكتمل البدر  أربعة عشر يوماً ينتهي الحجر     مفارقات كورونا,1,0,0,0
فايروس كورونا لاينتقل بالهواء  لكن مع عالعاصفة الشرقية رايح يطير من مدينة لمدينة   ومن شارع لشارع   ومن زنقة لزنقة   ,0,1,0,0
أنا والماسكات هالفتره أصحاب كورونا والحجر المنزلي سوت خير.,1,0,0,0
الوقايه من كورونا بإتباع التعليمات مثل غسل اليدين وتعقيمها والبقاء بالمنزل...,0,0,0,1
ستات الشاي شغالات و لاااااا كأنو في كورونا حتملى كبابيهن وحتملى السودان أذى  والاغرب أنو الناس بتقعد تشرب وما واحد ولا اتنين!! كمييييه 😕,0,0,1,0
 اليوم الدنيا من صباح ربي وزاره الصحه تتصل للمواطنين بان اي حاله عليهم الاتصال برقمه والتواصل معهم   كورونا وصلت لليمن مع الاسف,0,0,1,0
في زمن عز فيه الرجال تأتينا رياح الرجولة من المواطن الشريف الذي لا يقبل أن يقف موقف المتفرج على الكويت لمحاربة فايروس كرونا,1,0,0,0
صباح الخير :   معكم الشخص اللي يداوم  ومناعته ضد كورونا ماشاء الله,1,0,0,0
سيدي صاحب السمو الشيخ كان لقبه ولا يزال   أزمة بينت إنه أيضا ,1,0,0,0
بعد أزمة كورونا علينا أن نملأ العقول قبل البطون..🧏🏻‍♀️💡,1,0,0,0
